Table 7.4C Current use of contraception by county
Percent distribution of currently married women age 15-49 by contraceptive method currently used, according to county, Kenya 2014
County	Any method	Any modern method	Modern method	Any traditional method	Traditional method	Not currently using	Total	Number of women
			Female sterilisation	Male sterilisation	Pill	IUD	Injectables	Implants	Male condom	Female condom	LAM	Other		Rhythm	Withdrawal	Other
Coast	43.9	38.3	1.6	0.0	4.7	2.2	18.7	9.4	1.5	0.0	0.1	0.0	5.6	4.2	1.4	0.1	56.1	100.0	1,821
Mombasa	55.0	43.6	0.2	0.0	6.5	3.2	17.7	12.6	2.9	0.0	0.4	0.0	11.4	9.0	2.4	0.0	45.0	100.0	537
Kwale	41.5	38.2	3.0	0.0	4.3	1.6	21.6	6.8	0.8	0.0	0.0	0.0	3.3	2.2	1.1	0.0	58.5	100.0	357
Kilifi	34.1	32.8	2.8	0.0	2.7	1.1	15.9	10.0	0.3	0.0	0.0	0.0	1.3	0.9	0.3	0.0	65.9	100.0	600
Tana River	28.7	20.5	0.2	0.0	1.1	0.4	13.1	2.7	3.0	0.0	0.0	0.0	8.2	3.9	4.3	0.0	71.3	100.0	144
Lamu	42.2	39.5	1.2	0.0	10.2	1.0	19.0	6.4	1.2	0.0	0.5	0.0	2.6	2.6	0.1	0.0	57.8	100.0	55
Taita Taveta	68.0	61.3	0.4	0.0	10.0	6.9	34.1	8.6	1.5	0.0	0.0	0.0	6.6	5.4	0.5	0.7	32.0	100.0	128
North Eastern	3.4	3.4	0.0	0.0	0.6	0.1	1.9	0.6	0.1	0.0	0.1	0.0	0.0	0.0	0.0	0.0	96.6	100.0	451
Garissa	5.5	5.5	0.0	0.0	1.1	0.2	2.4	1.5	0.1	0.0	0.1	0.0	0.0	0.0	0.0	0.0	94.5	100.0	165
Wajir	2.3	2.3	0.0	0.0	0.2	0.0	1.6	0.2	0.1	0.0	0.2	0.0	0.0	0.0	0.0	0.0	97.7	100.0	158
Mandera	1.9	1.9	0.0	0.0	0.4	0.0	1.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	98.1	100.0	128
Eastern	70.4	63.9	4.8	0.0	8.9	2.9	37.9	7.8	1.5	0.0	0.0	0.0	6.5	5.6	0.5	0.3	29.6	100.0	2,667
Marsabit	11.7	10.9	0.4	0.0	1.1	0.3	6.3	2.7	0.0	0.0	0.0	0.0	0.8	0.8	0.0	0.0	88.3	100.0	76
Isiolo	27.0	26.3	0.8	0.0	7.2	1.4	13.2	3.3	0.4	0.0	0.0	0.0	0.7	0.6	0.1	0.0	73.0	100.0	65
Meru	78.2	73.2	4.3	0.0	12.3	5.4	44.8	3.5	2.8	0.0	0.0	0.0	5.0	4.3	0.7	0.0	21.8	100.0	690
Tharaka-Nithi	74.0	67.2	1.8	0.0	7.0	7.2	44.1	5.5	1.3	0.2	0.0	0.0	6.8	4.3	0.6	1.9	26.0	100.0	169
Embu	70.6	67.2	3.8	0.0	15.2	4.6	31.2	11.0	1.5	0.0	0.0	0.0	3.4	3.2	0.2	0.0	29.4	100.0	266
Kitui	57.3	55.1	3.0	0.0	4.5	1.1	36.9	9.5	0.0	0.0	0.0	0.0	2.2	2.0	0.0	0.2	42.7	100.0	445
Machakos	75.9	67.5	5.5	0.0	9.1	0.5	41.6	10.4	0.5	0.0	0.0	0.0	8.3	7.5	0.5	0.3	24.1	100.0	553
Makueni	80.3	65.0	10.2	0.0	5.9	1.8	33.8	10.3	2.9	0.0	0.0	0.0	15.3	13.4	1.1	0.8	19.7	100.0	404
Central	72.8	66.9	3.5	0.0	19.5	9.0	21.6	10.7	2.4	0.0	0.2	0.0	5.9	4.9	0.7	0.3	27.2	100.0	2,323
Nyandarua	65.6	60.4	2.8	0.0	13.8	8.0	22.9	10.8	0.9	0.0	1.3	0.0	5.2	5.0	0.2	0.0	34.4	100.0	273
Nyeri	73.1	67.1	7.3	0.0	16.7	10.0	22.3	9.2	1.6	0.0	0.0	0.0	6.0	5.3	0.6	0.2	26.9	100.0	358
Kirinyaga	81.0	75.6	0.9	0.0	26.0	13.2	20.4	13.0	2.0	0.0	0.0	0.0	5.4	4.3	1.1	0.0	19.0	100.0	281
Murang’a	68.9	63.4	4.0	0.0	22.1	6.3	20.6	7.8	2.5	0.0	0.0	0.0	5.5	4.3	0.0	1.2	31.1	100.0	444
Kiambu	74.0	67.8	2.7	0.0	19.2	8.9	21.9	12.0	3.1	0.0	0.0	0.0	6.3	5.3	1.0	0.0	26.0	100.0	967
Rift Valley	52.8	46.8	2.2	0.0	5.5	2.9	26.8	7.2	1.9	0.0	0.2	0.0	6.0	4.7	1.0	0.3	47.2	100.0	4,696
Turkana	10.4	10.1	0.0	0.0	0.5	0.5	5.7	3.0	0.4	0.0	0.0	0.0	0.3	0.3	0.0	0.0	89.6	100.0	214
West Pokot	14.2	13.3	0.4	0.0	0.7	0.2	9.0	3.1	0.0	0.0	0.0	0.0	0.9	0.2	0.0	0.7	85.8	100.0	197
Samburu	22.7	20.0	0.5	0.0	2.9	0.6	10.9	4.4	0.8	0.0	0.0	0.0	2.7	2.4	0.3	0.0	77.3	100.0	83
Trans-Nzoia	63.9	56.4	4.0	0.0	4.9	0.7	38.7	4.6	3.2	0.1	0.2	0.0	7.5	5.9	1.1	0.4	36.1	100.0	467
Uasin Gishu	62.6	56.0	1.8	0.0	7.4	2.7	28.7	12.9	2.4	0.0	0.0	0.0	6.6	5.3	0.8	0.5	37.4	100.0	460
Elgeyo Marakwet	55.2	43.6	1.1	0.0	1.6	1.3	28.5	8.7	2.1	0.3	0.0	0.0	11.6	10.6	1.0	0.0	44.8	100.0	139
Nandi	64.5	59.2	1.8	0.0	5.5	0.9	40.3	9.1	1.6	0.0	0.0	0.0	5.4	3.9	1.5	0.0	35.5	100.0	335
Baringo	41.4	33.1	0.7	0.0	4.6	3.2	16.2	5.5	2.3	0.0	0.6	0.0	8.3	6.5	1.4	0.4	58.6	100.0	190
Laikipia	59.1	51.3	5.0	0.0	12.5	5.1	20.8	4.5	3.1	0.0	0.0	0.4	7.8	6.6	0.6	0.7	40.9	100.0	207
Nakuru	56.8	53.5	1.4	0.2	10.4	6.7	25.4	7.6	1.4	0.0	0.4	0.0	3.2	2.6	0.4	0.2	43.2	100.0	851
Narok	47.8	38.1	1.9	0.0	3.7	1.1	25.3	3.8	2.2	0.0	0.0	0.1	9.7	6.9	2.4	0.4	52.2	100.0	446
Kajiado	54.5	45.2	1.5	0.0	6.5	5.9	20.0	8.9	2.2	0.0	0.2	0.0	9.3	6.7	2.1	0.6	45.5	100.0	387
Kericho	62.9	56.9	3.5	0.0	3.2	2.1	35.8	9.9	1.9	0.0	0.3	0.2	6.1	5.1	1.0	0.0	37.1	100.0	327
