Annex Table A2: Overall Poverty estimates (Adulteq) by Place of residence and County, 2015/16


National	35.3	(0.50)	10.2	(0.19)	4.4	(0.11)	100.0	(0.00)	100.0	(0.00)	100.0	(0.00)	36,377	12,847
Rural	39.5	(0.59)	11.3	(0.23)	4.9	(0.13)	70.7	(0.89)	58.2	(1.25)	43.6	(1.57)	22,980	9,086
Peri-Urban	27.3	(1.21)	6.9	(0.40)	2.7	(0.20)	5.8	(0.30)	4.2	(0.28)	2.8	(0.24)	2,715	768
Core-Urban	28.3	(1.09)	8.5	(0.39)	3.8	(0.21)	23.5	(0.89)	37.6	(1.29)	53.6	(1.64)	10,682	2,915
Mombasa	25.9	(3.16)	7.3	(1.17)	3.2	(0.68)	2.0	(0.30)	3.0	(0.54)	4.3	(0.94)	997	258
Kwale	46.6	(3.21)	10.9	(1.00)	3.5	(0.44)	2.3	(0.23)	1.8	(0.21)	1.3	(0.19)	637	297
Kilifi	45.1	(3.49)	11.9	(1.50)	4.7	(0.81)	3.9	(0.44)	3.7	(0.72)	3.6	(0.96)	1,098	495
Tana River	62.1	(4.93)	19.8	(1.87)	9.3	(1.18)	1.1	(0.13)	1.3	(0.14)	1.4	(0.25)	234	145
Lamu	28.2	(3.27)	5.6	(0.93)	1.8	(0.46)	0.2	(0.03)	0.1	(0.03)	0.1	(0.02)	102	29
Taita / Taveta	32.8	(2.92)	7.8	(0.99)	2.8	(0.51)	0.8	(0.08)	0.6	(0.08)	0.4	(0.07)	295	97
Garissa	65.6	(3.24)	24.0	(1.52)	11.3	(0.94)	1.7	(0.13)	2.1	(0.19)	2.1	(0.23)	326	214
Wajir	64.6	(3.36)	17.2	(1.50)	7.1	(1.11)	1.7	(0.15)	1.4	(0.16)	1.2	(0.22)	334	215
Mandera	78.0	(2.61)	33.5	(1.70)	17.5	(1.18)	3.2	(0.25)	4.8	(0.43)	5.7	(0.66)	528	412
Marsabit	63.3	(3.03)	23.3	(1.53)	11.0	(0.98)	1.2	(0.10)	1.4	(0.14)	1.5	(0.17)	240	152
Isiolo	52.1	(3.10)	15.5	(1.44)	6.6	(0.94)	0.5	(0.05)	0.6	(0.09)	0.8	(0.17)	122	64
Meru	19.5	(2.56)	4.9	(0.76)	1.7	(0.32)	1.8	(0.27)	1.5	(0.24)	1.1	(0.24)	1,215	237
Tharaka-Nithi	23.5	(2.60)	3.8	(0.53)	1.0	(0.20)	0.6	(0.08)	0.3	(0.04)	0.1	(0.03)	326	76
Embu	27.3	(2.94)	6.3	(0.93)	2.3	(0.48)	1.0	(0.13)	0.7	(0.12)	0.5	(0.11)	470	128
Kitui	47.4	(2.95)	13.3	(1.09)	5.2	(0.57)	3.2	(0.30)	2.6	(0.28)	1.8	(0.23)	878	416
Machakos	23.7	(2.65)	6.0	(0.79)	2.3	(0.37)	1.8	(0.22)	1.6	(0.23)	1.4	(0.29)	995	236
Makueni	34.2	(2.72)	8.6	(0.91)	3.1	(0.44)	2.1	(0.21)	1.6	(0.19)	1.1	(0.17)	784	268
Nyandarua	34.2	(3.14)	7.0	(0.89)	2.2	(0.38)	1.5	(0.18)	0.9	(0.14)	0.6	(0.11)	563	192
Nyeri	19.3	(2.49)	2.4	(0.40)	0.5	(0.11)	1.0	(0.15)	0.5	(0.09)	0.3	(0.08)	678	131
Kirinyaga	19.6	(2.63)	3.4	(0.51)	1.0	(0.19)	0.8	(0.12)	0.4	(0.07)	0.3	(0.06)	515	101
Murang’a	25.4	(2.66)	6.2	(0.93)	2.2	(0.49)	1.8	(0.22)	1.3	(0.21)	1.0	(0.21)	903	230
Kiambu	22.3	(2.62)	6.2	(0.88)	2.3	(0.40)	2.7	(0.36)	3.4	(0.58)	3.8	(0.80)	1,575	351
