Annex Table B2: Food Poverty estimates (Adulteq) by Place of residence and County, 2015/16
residence/
County
National	31.9	(0.49)	9.1	(0.18)	3.9	(0.10)	100.0	(0.00)	100.0	(0.00)	100.0	(0.00)	36,377	11,594
Rural	35.7	(0.58)	10.3	(0.23)	4.4	(0.14)	70.8	(0.92)	66.5	(1.17)	61.9	(1.54)	22,980	8,213
Peri-Urban	29.1	(1.25)	7.6	(0.42)	2.9	(0.22)	6.8	(0.35)	5.8	(0.37)	4.8	(0.39)	2,715	789
Core-Urban	24.3	(1.04)	7.1	(0.35)	3.0	(0.18)	22.4	(0.92)	27.8	(1.18)	33.3	(1.57)	10,682	2,592
Mombasa	23.5	(2.88)	7.2	(1.07)	3.2	(0.62)	2.0	(0.29)	2.6	(0.43)	3.3	(0.67)	997	234
Kwale	40.3	(3.21)	10.3	(1.11)	3.6	(0.50)	2.2	(0.24)	1.9	(0.25)	1.6	(0.25)	637	257
Kilifi	47.3	(3.45)	12.3	(1.31)	4.9	(0.75)	4.5	(0.49)	4.1	(0.58)	3.8	(0.68)	1,098	519
Tana River	55.9	(4.86)	18.5	(2.27)	9.1	(1.44)	1.1	(0.14)	1.3	(0.20)	1.5	(0.29)	234	131
Lamu	20.1	(2.99)	4.9	(1.01)	1.9	(0.46)	0.2	(0.03)	0.1	(0.03)	0.1	(0.03)	102	20
Taita /Taveta	39.0	(3.06)	9.1	(1.14)	3.3	(0.64)	1.0	(0.11)	0.8	(0.11)	0.6	(0.13)	295	115
Garissa	45.9	(3.23)	14.7	(1.38)	6.7	(0.93)	1.3	(0.12)	1.5	(0.17)	1.6	(0.25)	326	150
Wajir	43.8	(3.57)	12.9	(1.56)	5.9	(1.11)	1.3	(0.14)	1.2	(0.17)	1.3	(0.26)	334	146
Mandera	62.9	(3.19)	27.4	(1.99)	15.0	(1.39)	2.9	(0.26)	4.3	(0.46)	5.5	(0.66)	528	332
Marsabit	55.8	(3.19)	18.4	(1.44)	8.2	(0.85)	1.2	(0.11)	1.3	(0.14)	1.3	(0.17)	240	134
Isiolo	34.7	(3.14)	9.2	(1.21)	3.5	(0.74)	0.4	(0.04)	0.4	(0.06)	0.4	(0.10)	122	42
Meru	15.1	(2.36)	3.7	(0.67)	1.4	(0.30)	1.6	(0.27)	1.3	(0.25)	1.1	(0.24)	1,215	184
Tharaka-Nithi	31.3	(3.14)	7.1	(0.80)	2.4	(0.37)	0.9	(0.11)	0.7	(0.09)	0.5	(0.08)	326	102
Embu	27.9	(3.07)	6.9	(1.21)	2.8	(0.75)	1.1	(0.15)	0.9	(0.18)	0.8	(0.23)	470	131
Kitui	40.1	(2.95)	12.9	(1.30)	5.9	(0.74)	3.0	(0.30)	3.2	(0.39)	3.2	(0.45)	878	352
Machakos	24.7	(2.60)	7.0	(0.89)	2.9	(0.46)	2.1	(0.23)	2.1	(0.27)	1.9	(0.31)	995	246
Makueni	30.6	(2.64)	9.1	(1.02)	3.8	(0.58)	2.1	(0.22)	2.0	(0.26)	1.8	(0.30)	784	240
Nyandarua	29.5	(3.14)	5.8	(0.84)	1.8	(0.33)	1.4	(0.19)	0.9	(0.15)	0.6	(0.13)	563	166
Nyeri	16.4	(2.34)	3.2	(0.56)	0.8	(0.17)	1.0	(0.15)	0.6	(0.12)	0.4	(0.09)	678	111
Kirinyag’a	18.7	(2.60)	3.1	(0.51)	1.0	(0.21)	0.8	(0.13)	0.5	(0.08)	0.3	(0.07)	515	96
Murang'a	23.0	(2.63)	5.9	(0.95)	2.3	(0.50)	1.8	(0.24)	1.5	(0.27)	1.3	(0.30)	903	208
Kiambu	22.9	(2.81)	5.7	(0.83)	2.2	(0.35)	3.1	(0.44)	3.1	(0.51)	3.1	(0.55)	1,575	361
Turkana	65.5	(3.21)	32.5	(2.10)	20.2	(1.71)	4.6	(0.40)	8.1	(0.75)	11.6	(1.19)	816	535
West Pokot	58.3	(3.02)	20.8	(1.50)	9.6	(0.91)	2.5	(0.22)	2.9	(0.30)	2.9	(0.35)	489	285
samburu	60.6	(2.98)	23.2	(1.70)	11.6	(1.23)	1.1	(0.10)	1.4	(0.15)	1.5	(0.20)	209	127
Trans Nzoia	32.9	(3.17)	9.8	(1.20)	4.1	(0.65)	2.4	(0.27)	2.4	(0.33)	2.3	(0.38)	828	273
Uasin Gishu	37.6	(2.74)	11.6	(1.07)	5.0	(0.60)	3.0	(0.28)	3.2	(0.36)	3.4	(0.48)	911	343
Elgeyo/Marakwet	45.4	(3.17)	11.1	(1.06)	4.1	(0.56)	1.5	(0.14)	1.2	(0.14)	1.0	(0.15)	374	170
Nandi	32.2	(2.62)	8.6	(0.90)	3.2	(0.44)	2.1	(0.22)	1.9	(0.23)	1.6	(0.23)	768	247
baringo	42.4	(3.38)	11.1	(1.14)	4.2	(0.57)	2.0	(0.23)	1.8	(0.23)	1.5	(0.23)	556	236
Laikipia	28.6	(3.54)	9.1	(1.88)	4.1	(1.15)	1.0	(0.16)	1.1	(0.25)	1.0	(0.31)	406	116
Nakuru	19.9	(2.43)	4.8	(0.73)	1.7	(0.37)	2.8	(0.38)	2.5	(0.43)	2.4	(0.58)	1,620	322
Narok	22.4	(2.67)	6.8	(1.06)	3.0	(0.66)	1.6	(0.21)	1.6	(0.27)	1.6	(0.35)	808	181
Kajiado	36.1	(3.07)	12.1	(1.19)	5.5	(0.68)	2.2	(0.24)	2.7	(0.31)	2.9	(0.41)	704	254
Kericho	32.1	(2.68)	7.4	(0.86)	2.9	(0.50)	2.1	(0.22)	1.6	(0.21)	1.4	(0.25)	765	246
bomet	33.3	(3.00)	5.7	(0.81)	1.6	(0.31)	2.1	(0.24)	1.2	(0.19)	0.7	(0.15)	714	238
Kakamega	33.6	(2.74)	8.4	(0.92)	3.2	(0.51)	4.3	(0.43)	3.6	(0.44)	3.0	(0.49)	1,476	496
Vihiga	36.3	(2.76)	9.7	(1.03)	4.1	(0.61)	1.6	(0.16)	1.5	(0.18)	1.4	(0.23)	509	184
bungoma	33.2	(3.10)	9.9	(1.14)	4.0	(0.56)	3.4	(0.39)	3.4	(0.45)	3.1	(0.46)	1,197	398
busia	59.5	(2.71)	17.7	(1.20)	7.3	(0.69)	3.4	(0.26)	3.4	(0.31)	3.1	(0.35)	661	393
siaya	27.1	(2.75)	7.2	(1.01)	3.2	(0.66)	1.8	(0.22)	1.6	(0.25)	1.6	(0.33)	782	212
Kisumu	32.5	(2.60)	8.4	(0.92)	3.3	(0.51)	2.5	(0.25)	2.3	(0.29)	2.2	(0.39)	904	294
homa bay	23.2	(2.34)	6.1	(0.78)	2.4	(0.39)	1.6	(0.19)	1.5	(0.22)	1.5	(0.27)	812	188
Migori	32.1	(2.95)	8.2	(0.99)	3.2	(0.48)	2.4	(0.28)	2.1	(0.29)	1.8	(0.30)	881	283
Kisii	44.4	(3.24)	11.7	(1.35)	4.4	(0.71)	4.1	(0.45)	3.7	(0.53)	3.1	(0.55)	1,081	480
Nyamira	37.1	(2.77)	10.4	(1.04)	4.3	(0.59)	1.8	(0.18)	1.7	(0.20)	1.5	(0.23)	565	210
Nairobi City	16.3	(2.05)	3.9	(0.63)	1.5	(0.31)	5.2	(0.69)	5.3	(0.87)	5.8	(1.19)	3,727	608
